time,value
1524138000,166.408504
1524139000,163.424413
1524139000,157.280953
1524139000,158.431127
1524140000,147.977309
1524140000,153.978448
1524140000,155.927207
1524140000,155.968011
1524141000,155.836775
1524141000,156.100649
1524141000,139.518678
1524142000,141.349751
1524142000,149.501031
1524142000,147.56253
1524142000,150.350884
1524143000,147.275378
1524143000,138.605196
1524143000,135.476716
1524144000,141.594764
1524144000,140.115019
1524144000,141.355974
1524145000,140.67991
1524145000,129.199921
1524145000,135.850518
1524146000,133.236925
1524146000,137.785789
1524146000,137.104537
1524146000,137.157711
1524147000,136.822262
1524147000,135.628189
1524147000,133.850009
1524148000,134.338277
1524148000,138.519051
1524148000,131.933109
1524148000,132.098014
1524149000,123.37248
1524149000,132.316306
1524149000,133.416517
1524150000,130.215385
1524150000,126.025512
1524150000,122.425812
1524151000,128.793909
1524151000,129.041389
1524151000,134.186954
1524152000,130.270138
1524152000,129.062927
1524152000,131.704673
1524152000,129.214815
1524153000,124.61018
1524153000,126.406519
1524153000,119.737224
1524154000,122.610306
1524154000,124.178705
1524154000,121.68171
1524154000,116.566076
1524155000,120.942367
1524155000,116.623488
1524155000,120.339376
1524156000,122.712226
1524156000,124.25179
1524156000,125.728895
1524157000,120.862035
1524157000,132.512153
1524157000,119.763133
1524158000,115.724629
1524158000,117.312858
1524158000,125.136834
1524158000,122.382098
1524159000,122.727831
1524159000,127.599268
1524159000,128.452969
1524160000,127.868264
1524160000,127.766601
1524160000,125.326176
1524160000,127.755194
1524161000,127.560383
1524161000,130.832919
1524161000,135.823476
1524162000,135.759618
1524162000,134.697278
1524162000,135.521918
1524163000,130.974216
1524163000,136.524583
1524163000,137.47339
1524164000,139.401106
1524164000,141.831328
1524164000,142.738484
1524164000,143.438064
1524165000,141.947658
1524165000,127.85501
1524165000,144.908978
1524166000,146.648903
1524166000,145.088112
1524166000,146.921827
1524166000,147.97591
1524167000,146.589401
1524167000,148.646336
1524167000,150.610702
1524168000,154.425127
1524168000,157.149405
1524168000,156.029296
1524169000,150.628268
1524169000,150.897595
1524169000,150.409731
1524170000,155.037854
1524170000,154.219416
1524170000,153.217652
1524170000,147.847617
1524171000,151.961435
1524171000,152.076306
1524171000,156.124115
1524172000,154.590919
1524172000,153.694852
1524172000,144.028319
1524172000,145.908535
1524173000,153.505963
1524173000,153.294361
1524173000,152.244861
1524174000,144.583888
1524174000,144.404003
1524174000,148.291716
1524175000,146.938502
1524175000,145.667067
1524175000,145.391471
1524176000,145.214166
1524176000,145.142772
1524176000,148.128285
1524176000,144.929861
1524177000,144.370553
1524177000,144.149044
1524177000,142.886562
1524178000,143.175348
1524178000,142.016413
1524178000,141.050226
1524178000,142.192317
1524179000,142.596805
1524179000,141.698168
1524179000,141.934881
1524180000,141.4572
1524180000,141.043573
1524180000,131.197307
1524181000,131.482214
1524181000,131.783379
1524181000,133.531449
1524182000,134.427651
1524182000,136.37428
1524182000,134.70098
1524182000,127.351092
1524183000,117.50526
1524183000,122.233904
1524183000,116.761726
1524184000,118.07185
1524184000,120.537539
1524184000,121.442874
1524184000,132.284576
1524185000,116.994076
1524185000,113.79612
1524185000,117.63342
1524186000,113.787419
1524186000,112.00886
1524186000,113.342569
1524187000,113.557076
1524187000,114.943767
1524187000,117.693158
1524188000,111.263549
1524188000,108.311433
1524188000,105.32543
1524188000,96.245544
1524189000,86.641192
1524189000,101.412416
1524189000,103.39606
1524190000,101.47603
1524190000,106.670151
1524190000,102.586796
1524190000,92.804977
1524191000,93.611196
1524191000,90.993334
1524191000,91.389902
1524192000,82.794868
1524192000,87.898168
1524192000,84.849458
